974,0
975,1
976,3
977,3
978,0
979,9
980,2
981,9
982,5
983,5
984,8
985,8
986,8
987,7
988,0
989,7
990,1
991,6
992,9
993,3
994,6
995,3
996,5
997,1
998,7
999,4
1000,6
